A0A0F7KYQ8	A0A0F7KYQ8
P0A9D2	P44521
P0A9J0	P0A9J0
P0A9J0	P45175
P0A9M0	P0A9M0
P0A9M0	P55995
P0A9M0	O51558
P0A9M0	O83536
P0A9M0	O84348
P0A9M0	P43864
P0A9M0	P78025
P0A9M0	Q59185
P0A9M0	Q8YHC6
P0A9M0	Q9Z9F4
P0A9Q7	P0A9Q7
P0A9V1	P0A9V1
P0A9V1	P0A9S7
P0A9V1	P22731
P0A9V1	P21629
P0A9V1	P0A191
P0A9V1	P0A193
P0A9W3	P0A9W3
P0A9W3	P9WQK3
P0A9W3	P45127
P0AA04	P0AA04
P0AA04	P75061
P0AA04	O51507
P0AA04	P0AA07
P0AA04	P43921
P0AA04	Q9HVV2
P0AA04	Q9KTD6
P0AA37	P0AA37
P0AA37	P0AA41
P0AA37	P44197
P0AA37	P44782
P0AA37	Q8ZMD5
P0AA37	Q8ZRV9
P0AA37	Q9KP71
P0AA37	Q9KTL4
P0AA47	P0AA47
P0AA47	P76037
P0AA76	P0AA76
P0AA76	P0AA80
P0AA76	Q46916
P0AA78	P0AA78
P0AA89	P0AA89
P0AAA9	P0AAA9
P0AAA9	Q9L9I0
P0AAB4	P0AAB4
P0AAB4	A1JIG1
P0AAB4	Q7VZ72
P0AAB4	Q9HTV3
P0AAB4	Q9JY86
P0AAB4	Q9L6M0
P0AAC6	P0AAC6
P0AAC6	P44477
P0AAC6	Q03268
P0AAC6	Q9KSA1
P0AAC8	P0AAC8
P0AAC8	P0ACC3
P0AAC8	P77667
P0AAC8	A1JJQ3
P0AAC8	A1JKQ4
P0AAC8	P44672
P0AAC8	P45344
P0AAC8	P9WMN5
P0AAC8	Q5NGX6
P0AAC8	Q7CQ12
P0AAC8	Q7CR66
P0AAC8	Q7DDN1
P0AAC8	Q7VUW2
P0AAC8	Q9I5Q6
P0AAC8	Q9KU96
P0AAI3	P0AAI3
P0AAI3	P59652
P0AAI3	P63343
P0AAI3	P71377
P0AAI3	P71408
P0AAJ3	P0AAJ3
P0AAJ3	P0AAJ5
P0AAJ3	P44450
P0AAM1	P0AAM1
P0AAM7	P0AAM7
P0AAM7	P0AAM3
P0AAN3	P0AAN3
P0AAR3	P0AAR3
P0AAR3	P45202
P0AAR3	P37174
P0AAT4	P0AAT4
P0AAW9	P0AAW9
P0AAX8	P0AAX8
P0AAX8	P39176
P0AAX8	P76193
P0AAX8	P75954
P0AAX8	P40680
P0AB58	P0AB58
P0AB58	P44130
P0AB74	P0AB74
P0AB74	P0C8J6
P0AB74	O83668
P0AB74	P0A4S2
P0AB74	P56109
P0AB74	P68905
P0AB74	P75089
P0AB74	Q7CPQ7
P0AB74	Q9I5Y1
P0AB74	P77704
P0ABB8	P0ABB8
P0ABB8	P36640
P0ABC7	P0ABC7
P0ABC7	P44546
P0ABC7	Q9KV09
P0ABG7	P0ABG7
P0ABG7	O83514
P0ABG7	P56098
P0ABJ1	P0ABJ1
P0ABJ1	Q9I427
P0ABJ3	P0ABJ3
P0ABJ3	Q9I425
P0ABJ3	O69582
P0ABJ3	P9WP67
P0ABJ3	Q2FZK1
P0ABJ3	Q73YM3
P0ABJ6	P0ABJ6
P0ABJ6	Q9I424
P0ABL3	P0ABL3
P0ABL3	P44654
P0ABN1	P0ABN1
P0ABN1	P44424
P0ABN1	P56411
P0ABN1	Q9HY23
P0ABS1	P0ABS1
P0ABS1	P0A1G5
P0ABS1	P43758
P0ABS8	P0ABS8
P0ABU7	P0ABU7
P0ABV2	P0ABV2
P0ABV2	O25754
P0ABV2	P0A0R9
P0ABV2	P43769
P0ABV2	P50599
P0ABV2	Q9RMT1
P0ABV6	P0ABV6
P0AC00	P0AC00
P0AC02	P0AC02
P0AC02	P44553
P0AC02	Q9K0B1
P0AC02	Q9KU21
P0AC19	P0AC19
P0AC19	Q9HYG7
P0AC75	P0AC75
P0AC75	P44806
P0AC98	P0AC98
P0ACE0	P0ACE0
P0ACE0	P0ACD8
P0ACJ8	P0ACJ8
P0ACJ8	P0A2T6
P0ACJ8	P55222
P0ACJ8	P9WMH3
P0ACJ8	P29281
P0ACV6	P0ACV6
P0ACY3	P0ACY3
P0AD57	P0AD57
P0AD57	P44916
P0AD59	P0AD59
P0AD70	P0AD70
P0ADE4	P0ADE4
P0ADE4	P44038
P0ADI4	P0ADI4
P0ADI4	P0C6D3
P0ADL1	P0ADL1
P0ADL1	Q01602
P0ADL1	Q7CPG0
P0ADN2	P0ADN2
P0ADN2	P31811
P0ADN2	Q7CPD8
P0ADP0	P0ADP0
P0ADR8	P0ADR8
P0ADV9	P0ADV9
P0ADV9	P45075
P0AE08	P0AE08
P0AE08	P0A251
P0AE08	P0A0B7
P0AE08	P21762
P0AE12	P0AE12
P0AE16	P0AE16
P0AE70	P0AE70
P0AE70	P33647
P0AE72	P0AE72
P0AE72	P08365
P0AE82	P0AE82
P0AE85	P0AE85
P0AEC3	P0AEC3
P0AEC5	P0AEC5
P0AEC8	P0AEC8
P0AEE5	P0AEE5
P0AEE5	P23905
P0AEE5	P44883
P0AEE8	P0AEE8
P0AEE8	O33844
P0AEE8	P0C6Q8
P0AEE8	P0DMP3
P0AEE8	P44431
P0AEF0	P0AEF0
P0AEF0	P77546
P0AEJ0	P0AEJ0
P0AEJ0	P52600
P0AEJ0	P44927
P0AEL0	P0AEL0
P0AEL0	P0AEK7
P0AEL0	P44451
P0AEM0	P0AEM0
P0AES0	P0AES0
P0AES9	P0AES9
P0AET2	P0AET2
P0AEV1	P0AEV1
P0AEV9	P0AEV9
P0AEW6	P0AEW6
P0AEW9	P0AEW9
P0AEW9	Q9KM71
P0AEW9	P44330
P0AEX7	P0AEX7
P0AEX7	P0A2J1
P0AEX7	P21627
P0AEZ1	P0AEZ1
P0AEZ1	P11003
P0AEZ1	P45208
P0AEZ1	Q9JZQ3
P0AF06	P0AF06
P0AF06	P55892
P0AF16	P0AF16
P0AF16	O34238
P0AF16	P37169
P0AF16	P44958
P0AF24	P0AF24
P0AF24	Q2FZX0
P0AF36	P0AF36
P0AF36	A1JI05
P0AF36	Q8ZKP1
P0AF36	Q9KNP5
P0AF61	P0AF61
P0AFC0	P0AFC0
P0AFC0	P44635
P0AFD1	P0AFD1
P0AFD1	P0A1Y8
P0AFD1	Q9I0J8
P0AFD4	P0AFD4
P0AFD4	A1JLH7
P0AFD4	A5CFN5
P0AFD4	O25857
P0AFD4	Q5NIM8
P0AFD4	Q60010
P0AFD4	Q7VZP8
P0AFD4	Q81K04
P0AFD4	Q83BR2
P0AFD4	Q8F7Q5
P0AFD4	Q8YGK7
P0AFD4	Q9I0J5
P0AFD4	Q9K1B4
P0AFD6	P0AFD6
P0AFD6	A1JLI2
P0AFD6	O25858
P0AFD6	Q7CQ51
P0AFD6	Q9I0J4
P0AFE4	P0AFE4
P0AFE4	A0PR48
P0AFE4	A1JLI8
P0AFE4	B2HGD8
P0AFE4	O25860
P0AFE4	P9WIX3
P0AFE4	Q5NIM5
P0AFE4	Q73V05
P0AFE4	Q7CQ53
P0AFE4	Q7DDS0
P0AFE4	Q7VZP5
P0AFE4	Q81K07
P0AFE4	Q83BR5
P0AFE4	Q8F7Q7
P0AFE4	Q8YGL0
P0AFE4	Q9I0J2
P0AFF2	P0AFF2
P0AFF2	P33021
P0AFF2	P33024
P0AFF2	P44742
P0AFG8	P0AFG8
P0AFG8	P9WIS9
P0AFG8	P45119
P0AFG8	Q59637
P0AFM2	P0AFM2
P0AFM2	Q8ZML1
P0AFM6	P0AFM6
P0AFQ5	P0AFQ5
P0AFQ5	A1JMX4
P0AFR2	P0AFR2
P0AFS3	P0AFS3
P0AFS9	P0AFS9
P0AFV4	P0AFV4
P0AFW0	P0AFW0
P0AFW2	P0AFW2
P0AFY6	P0AFY6
P0AFZ3	P0AFZ3
P0AG16	P0AG16
P0AG16	P43854
P0AG16	P9WHQ7
P0AG16	Q51342
P0AG74	P0AG74
P0AG99	P0AG99
P0AG99	P44713
P0AG99	Q9HV52
P0AGB0	P0AGB0
P0AGB0	P44997
P0AGB0	Q9KPM2
P0AGB3	P0AGB3
P0AGB3	P42378
P0AGB3	P44404
P0AGB3	P50511
P0AGE9	P0AGE9
P0AGE9	Q51567
P0AGE9	P45102
P0AGE9	P53591
P0AGE9	P9WGC7
P0AGF4	P0AGF4
P0AGF4	P0AE24
P0AGF4	P0AEP1
P0AGM7	P0AGM7
P0AGM7	P75892
P0AGM7	P45117
P0C077	P0C077
P0C079	P0C079
P0C093	P0C093
P0C093	A1JHW9
P0C093	P29280
P0C093	Q8ZL46
P0C093	Q9KVD2
P0C0J1	P0C0J1
P0C0L2	P0C0L2
P0C0S1	P0C0S1
P0DKX7	P0DKX7
P0DM85	P0DM85
P0DTT0	P0DTT0
P0DTT0	H9L427
P0DTT0	O25225
P0DTT0	P44910
P0DTV7	P0DTV7
P10026	P10026
P10121	P10121
P10503	P10503
P10503	P09546
P10906	P10906
P10906	A1JID9
P10906	Q8YCB0
P10906	Q8ZLF3
P10908	P10908
P11349	P11349
P11349	P19318
P11350	P11350
P11350	P0AF32
P11454	P11454
P11551	P11551
P11551	O25788
P11551	P44776
P11551	Q8YB48
P11557	P11557
P11720	P11720
P11720	P24734
P11720	P0A9F6
P11759	P11759
P11954	P11954
P11954	P0AGF6
P11954	Q2FYJ3
P12282	P12282
P12282	P30138
P12282	P45211
P12282	Q56067
P12758	P12758
P12758	P0A1F6
P12758	P43770
P12758	O83990
P13036	P13036
P13039	P13039
P13518	P13518
P13656	P13656
P14081	P14081
P14081	P43927
P14375	P14375
P14375	G3XCV0
P14375	P0AFB8
P14375	P23747
P14375	P25852
P14375	P77743
P14375	Q9I4N3
P14375	P41789
P14375	Q9KT84
P14407	P14407
P14407	P0AC33
P14407	P40720
P14532	P14532
P14565	P14565
P14756	P14756
P14789	P14789
P15005	P15005
P15028	P15028
P15029	P15029
P15029	P06609
P15029	P15030
P15029	Q57130
P15029	P23876
P15029	P23877
P15029	A1JPQ9
P15029	O05731
P15029	Q2FZE5
P15029	Q8ZPS8
P15029	Q9KSL2
P15043	P15043
P15043	P40724
P15043	P71359
P15067	P15067
P15067	Q8ZLG6
P15067	A1JSI8
P15067	P45178
P15067	P9WQ25
P15373	P15373
P15877	P15877
P16456	P16456
P16456	P43911
P16456	Q7MU19
P16456	Q8ZPV5
P16456	Q9I383
P16575	P16575
P16686	P16686
P16687	P16687
P16688	P16688
P16692	P16692
P16926	P16926
P17109	P17109
P17109	A0PLU9
P17109	A1JKT8
P17109	B2HRP6
P17109	P44612
P17109	P9WK11
P17109	Q73SM1
P17109	Q8ZNE8
P17109	Q9CBB0
P17109	Q9KQM3
P17411	P17411
P17846	P17846
P17846	P17845
P17846	A1JJS3
P17846	Q9JS33
P17846	Q9KUX3
P18775	P18775
P18775	P45004
P18775	P77374
P18775	P77783
P19264	P19264
P19264	P0AEJ6
P19636	P19636
P19925	P19925
P19925	Q56064
P20581	P20581
P20586	P20586
P21338	P21338
P21514	P21514
P21599	P21599
P21599	P77983
P21599	P9WKE5
P21599	Q8ZNW0
P21599	O51323
P21599	P43924
P21599	Q2FXM9
P21829	P21829
P22106	P22106
P22525	P22525
P22564	P22564
P22564	P33022
P22564	P41409
P22564	Q8ZQY4
P22564	Q8ZRY7
P22634	P22634
P23247	P23247
P23247	P9WNX5
P23247	O25801
P23247	P10539
P23247	O87014
P23247	P08390
P23256	P23256
P23256	P9WQ83
P23256	Q9CBM9
P23367	P23367
P23367	O83325
P23367	Q9KV13
P23484	P23484
P23827	P23827
P23827	A1JL79
P23827	Q8ZNH4
P23827	Q9I088
P23830	P23830
P23830	P44704
P23857	P23857
P23862	P23862
P23872	P23872
P23872	Q8ZRA1
P23873	P23873
P23874	P23874
P23886	P23886
P23886	P45081
P23890	P23890
P23894	P23894
P23894	P65817
P23894	A1JM73
P23894	P44840
P23894	Q7VWH2
P23894	Q8EXN4
P23894	Q9I013
P23894	Q9K006
P23894	Q9KSY9
P24082	P24082
P24192	P24192
P24193	P24193
P24203	P24203
P24203	Q9HZQ2
P24228	P24228
P24228	P45161
P24474	P24474
P25084	P25084
P25397	P25397
P25519	P25519
P25524	P25524
P25535	P25535
P25535	P25534
P25535	P75728
P25718	P25718
P25740	P25740
P25894	P25894
P25894	P43674
P26459	P26459
P26459	P0ABJ9
P26459	P45021
P26876	P26876
P26876	P15493
P27243	P27243
P27250	P27250
P27250	P9WQC5
P27278	P27278
P27278	P24518
P27278	P44308
P27431	P27431
P27431	P44683
P27848	P27848
P27848	P46891
P27848	A1JNL2
P27848	P44771
P27848	Q8ZRB6
P28246	P28246
P28246	P45123
P28306	P28306
P28306	P44720
P28630	P28630
P28630	P43747
P28631	P28631
P28631	P43748
P28631	P52024
P28861	P28861
P28861	Q9HYK7
P29131	P29131
P29768	P29768
P30015	P30015
P30131	P30131
P30176	P30176
P30847	P30847
P30850	P30850
P30850	A1JM34
P30850	P44440
P30850	Q8ZP54
P30850	Q9KLE1
P30855	P30855
P30870	P30870
P30870	A1JQV7
P30870	P44419
P30870	Q7VYQ0
P30870	Q8YG35
P30870	Q8ZLY6
P30870	Q9HUF4
P30870	Q9K1D5
P30870	Q9KPD4
P30958	P30958
P30958	P9WMQ5
P30958	O26066
P30958	O51568
P30958	P45128
P30958	Q2G0R8
P31069	P31069
P31119	P31119
P31119	A1JPF0
P31119	Q8ZMA4
P31129	P31129
P31142	P31142
P31142	Q9I452
P31142	P9WHF5
P31224	P31224
P31224	P24177
P31224	P37637
P31224	P52002
P31224	P24181
P31460	P31460
P31460	P31475
P31545	P31545
P31553	P31553
P31553	Q8ZRX1
P31678	P31678
P31806	P31806
P31992	P31992
P32055	P32055
P32099	P32099
P32099	A1JPK8
P32099	P75394
P32099	Q8ZJV1
P32099	Q9KS71
P32138	P32138
P32143	P32143
P32169	P32169
P32169	Q8ZKS1
P32176	P32176
P32176	P24183
P32176	P46448
P32722	P32722
P33013	P33013
P33013	P08506
P33013	P0AEB2
P33013	P37604
P33013	P44466
P33015	P33015
P33025	P33025
P33224	P33224
P33639	P33639
P33650	P33650
P33650	Q7MV19
P33650	P74884
P33650	Q8F332
P33919	P33919
P35482	P35482
P36553	P36553
P36553	A1JL37
P36553	P33771
P36553	P43898
P36553	P63850
P36553	Q5NFZ8
P36553	Q7VWE7
P36553	Q83AZ6
P36553	Q9KVT4
P36566	P36566
P36672	P36672
P36675	P36675
P36837	P36837
P36837	P77304
P36837	Q8ZPM6
P36837	A1JRI8
P36837	Q8ZLD6
P36937	P36937
P37013	P37013
P37013	Q8ZMJ8
P37019	P37019
P37019	Q8ZRP8
P37019	Q9KM62
P37025	P37025
P37093	P37093
P37188	P37188
P37197	P37197
P37339	P37339
P37340	P37340
P37340	P45272
P37340	Q8ZPP2
P37340	Q9I3Y3
P37340	Q9KRU4
P37340	A1JPA1
P37340	Q81T85
P37340	Q8DPQ6
P37340	Q9HTR0
P37340	Q9K015
P37349	P37349
P37351	P37351
P37351	P53527
P37351	P26423
P37351	Q2G2R4
P37351	Q8DPN9
P37351	Q99Y12
P37351	Q99YH1
P37449	P37449
P37450	P37450
P37597	P37597
P37610	P37610
P37610	P9WKZ1
P37624	P37624
P37634	P37634
P37634	P31777
P37647	P37647
P37647	P44482
P37653	P37653
P37653	Q93IN2
P37672	P37672
P37672	P44995
P37672	Q8ZL83
P37747	P37747
P37747	P9WIQ1
P37747	P75499
P37773	P37773
P38036	P38036
P38054	P38054
P38135	P38135
P38135	P10378
P38135	P71716
P38135	P96843
P38135	Q9HWG3
P38135	O07899
P39172	P39172
P39172	P44526
P39172	Q8YDJ7
P39180	P39180
P39276	P39276
P39276	P75742
P39276	Q7CQY0
P39277	P39277
P39315	P39315
P39344	P39344
P39344	P0AC94
P39344	P39835
P39344	P08555
P39344	P0AC96
P39344	P39357
P39344	Q46892
P39344	Q9ZIJ1
P39353	P39353
P39371	P39371
P39371	A1JMV0
P39371	P44544
P39371	Q8ZQ34
P39377	P39377
P39386	P39386
P39386	P0AEY8
P39386	Q7CP73
P39405	P39405
P39411	P39411
P39411	A1JJB7
P39411	P39432
P39411	Q9KU27
P39453	P39453
P39838	P39838
P40136	P40136
P40193	P40193
P40710	P40710
P40711	P40711
P40732	P40732
P40732	O30508
P40732	P18335
P40732	P77581
P40732	P9WQ77
P40732	P9WPZ7
P40732	A1JS45
P40732	P24087
P40732	P40829
P40732	P9WQ79
P40732	Q7VSA0
P40732	Q7VSH3
P40732	Q81M98
P40732	Q81TV3
P40732	Q8ZPV2
P40732	Q9CC12
P40732	Q9KNW2
P41052	P41052
P41784	P41784
P42593	P42593
P42620	P42620
P43671	P43671
P43672	P43672
P43672	Q57242
P43779	P43779
P43859	P43859
P43859	P0A9M5
P43859	A1JNY0
P43859	P0A277
P43859	Q9KPT5
P44505	P44505
P44505	P00561
P44570	P44570
P44570	P0A924
P44758	P44758
P44801	P44801
P44801	P0A9Q9
P44801	Q9KQG2
P44801	P0A1F8
P44801	P30903
P44801	P41399
P44801	Q51344
P45131	P45131
P45131	P57714
P45131	Q8F4I0
P45131	A0PNQ1
P45131	B2HDS6
P45131	O32874
P45131	P9WJY9
P45131	Q73UB0
P45131	Q7W0P6
P45131	Q9JZQ5
P45424	P45424
P45424	P0AF96
P45424	P37673
P45475	P45475
P45508	P45508
P45527	P45527
P45541	P45541
P45562	P45562
P45562	P0AFF4
P45955	P45955
P45956	P45956
P46133	P46133
P46136	P46136
P46139	P46139
P46139	Q9I4L5
P46849	P46849
P46849	Q8ZLI0
P46849	Q9HVJ9
P46850	P46850
P46883	P46883
P51691	P51691
P51981	P51981
P52003	P52003
P52073	P52073
P52074	P52074
P52101	P52101
P52126	P52126
P52129	P52129
P52477	P52477
P52477	P0AE06
P52477	P24180
P52477	P37636
P52643	P52643
P52643	P44501
P52643	Q99ZM2
P54745	P54745
P55135	P55135
P55135	A1JJR0
P55135	P44643
P55135	Q5NGX1
P55135	Q7VXM6
P55135	Q8ZME1
P55135	Q9I525
P55135	Q9KPC1
P55734	P55734
P56076	P56076
P56100	P56100
P56580	P56580
P56976	P56976
P58687	P58687
P58687	P05194
P58687	Q2G002
P58687	Q9JYT0
P60240	P60240
P60240	A1JJG0
P60240	P44781
P60240	Q8ZRV8
P60240	Q9HYT6
P60240	Q9KP70
P60844	P60844
P60844	Q9HWZ3
P60844	Q9L772
P61316	P61316
P61316	Q9I0M4
P61316	A1JMF6
P61316	P45263
P61316	P57069
P61316	Q8ZQD4
P62552	P62552
P62554	P62554
P63020	P63020
P63020	A1JSF6
P63020	P31774
P63020	Q8ZLI7
P63020	Q9I2P8
P63020	Q9KNL2
P63224	P63224
P63224	P66817
P63224	P9WGG1
P63224	P0A0Y6
P63224	P63223
P63224	Q9HVZ0
P63224	A1JP02
P63224	O25528
P63224	P45093
P63224	Q83AY4
P63224	Q8F4E9
P63224	Q9KPY2
P63224	A1JR74
P63224	Q8ZLU2
P63235	P63235
P63386	P63386
P64423	P64423
P64423	Q9EYX5
P64423	Q9ZIH2
P64423	A1JNE0
P64461	P64461
P64461	A1JJ50
P64461	Q8ZKP9
P64483	P64483
P64534	P64534
P64588	P64588
P64594	P64594
P64602	P64602
P64606	P64606
P64606	P45030
P64612	P64612
P64636	P64636
P66899	P66899
P66899	P40817
P67095	P67095
P67430	P67430
P67444	P67444
P68398	P68398
P68398	P44931
P68398	P68999
